trace_id	source_kind	source_ref	requirement_id	capability_id	classification	implementation_target	verification_test_ids	p7_task_ids	p6_handoff	gate_status
P5-X0174	TEST_CONTRACT	04:P5-V098	P5-T-C072-NOPUBLIC	P5-C072	LOCAL_ONLY	Windows package documentation launcher assets and package-root data path contract are absent from the public build and archive	P5-T-C072-NOPUBLIC	P7-LOCAL-PACKAGE;P7-PUBLIC-ZERO-SURFACE	P6-VERIFY-PUBLIC_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0175	TEST_CONTRACT	04:P5-V099	P5-T-C073-NOLOCAL	P5-C073	EXCLUDED	excluded capability has zero local build edge and zero local artifact residue	P5-T-C073-NOLOCAL	P7-SHARED-BUILD-GUARD;P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE	P6-VERIFY-LOCAL_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0176	TEST_CONTRACT	04:P5-V100	P5-T-C073-NOPUBLIC	P5-C073	EXCLUDED	excluded capability has zero public build edge and zero public artifact residue	P5-T-C073-NOPUBLIC	P7-SHARED-BUILD-GUARD;P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE	P6-VERIFY-PUBLIC_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0177	TEST_CONTRACT	04:P5-V101	P5-T-C074-PUBLIC	P5-C074	PUBLIC_ONLY	Linux archive installs operational-only runtime ownership under /var/lib/bcsp and contains zero DB SQLite WAL SHM seed real Catalog Open or personal schema payload	P5-T-C074-PUBLIC	P7-PUBLIC-PACKAGE	P6-VERIFY-PUBLIC_VARIANT	MAPPED_TO_P7
P5-X0178	TEST_CONTRACT	04:P5-V102	P5-T-C074-NOLOCAL	P5-C074	PUBLIC_ONLY	Linux service Caddy operations files and /var/lib/bcsp state-root policy are unreachable from the Windows local build and archive	P5-T-C074-NOLOCAL	P7-PUBLIC-PACKAGE	P6-VERIFY-LOCAL_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0179	TEST_CONTRACT	04:P5-V103	P5-T-C075-PUBLIC	P5-C075	PUBLIC_ONLY	public adapter owns only the delta and calls shared interfaces	P5-T-C075-PUBLIC	P7-PUBLIC-OPS;P7-PUBLIC-PACKAGE	P6-VERIFY-PUBLIC_VARIANT	MAPPED_TO_P7
P5-X0180	TEST_CONTRACT	04:P5-V104	P5-T-C075-NOLOCAL	P5-C075	PUBLIC_ONLY	public-only source route API storage i18n bundle and package edges are unreachable from local build	P5-T-C075-NOLOCAL	P7-PUBLIC-OPS;P7-PUBLIC-PACKAGE	P6-VERIFY-LOCAL_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0181	TEST_CONTRACT	04:P5-V105	P5-T-C076-NOLOCAL	P5-C076	EXCLUDED	local archive has zero prebuilt DB SQLite WAL SHM seed real Catalog Open evidence tool runtime residue or secret artifact	P5-T-C076-NOLOCAL	P7-SHARED-BUILD-GUARD;P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE	P6-VERIFY-LOCAL_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0182	TEST_CONTRACT	04:P5-V106	P5-T-C076-NOPUBLIC	P5-C076	EXCLUDED	public archive has zero prebuilt DB SQLite WAL SHM seed real Catalog Open evidence tool runtime residue or secret artifact	P5-T-C076-NOPUBLIC	P7-SHARED-BUILD-GUARD;P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE	P6-VERIFY-PUBLIC_NEGATIVE_BUNDLE	MAPPED_TO_P7
P5-X0183	RESOLVED_CONFLICT	05:P5-L001	P5-T-LEAK-SEMANTICS	ARCHITECTURE	CROSS_CUTTING	SHARED_SEMANTICS	P5-T-LEAK-SEMANTICS	P7-SHARED-DOMAIN;P7-SHARED-QUERY;P7-SHARED-OPEN;P7-SHARED-WATCH	P6-GUARD-SEMANTIC_CONFLICT	MAPPED_TO_P7
P5-X0184	RESOLVED_CONFLICT	05:P5-L002	P5-T-LEAK-NO-LONG-LIVED-FORK	ARCHITECTURE	CROSS_CUTTING	SHARED_IMPLEMENTATION_GRAPH	P5-T-LEAK-NO-LONG-LIVED-FORK	P7-SHARED-BUILD-GUARD	P6-GUARD-CODE_FORK	MAPPED_TO_P7
P5-X0185	RESOLVED_CONFLICT	05:P5-L003	P5-T-LEAK-SOURCE-GRAPH	ARCHITECTURE	CROSS_CUTTING	SHARED_SOURCE_GRAPH	P5-T-LEAK-SOURCE-GRAPH	P7-SHARED-BUILD-GUARD;P7-PUBLIC-ZERO-SURFACE	P6-GUARD-SOURCE_LEAKAGE	MAPPED_TO_P7
P5-X0186	RESOLVED_CONFLICT	05:P5-L004	P5-T-LEAK-ROUTE-ALLOWLIST	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_ROUTE_GRAPH	P5-T-LEAK-ROUTE-ALLOWLIST	P7-LOCAL-RUNTIME;P7-PUBLIC-RUNTIME;P7-PUBLIC-ZERO-SURFACE	P6-GUARD-ROUTE_LEAKAGE	MAPPED_TO_P7
P5-X0187	RESOLVED_CONFLICT	05:P5-L005	P5-T-LEAK-API-CONTRACT	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_API_GRAPH	P5-T-LEAK-API-CONTRACT	P7-SHARED-DOMAIN;P7-LOCAL-RUNTIME;P7-PUBLIC-RUNTIME	P6-GUARD-API_LEAKAGE	MAPPED_TO_P7
P5-X0188	RESOLVED_CONFLICT	05:P5-L006	P5-T-LEAK-STORAGE-SCHEMA	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_STORAGE_GRAPH:LOCAL_SINGLE_DB_LOGICAL_DOMAINS_PUBLIC_OPERATIONAL_ONLY	P5-T-LEAK-STORAGE-SCHEMA	P7-LOCAL-PERSISTENCE;P7-PUBLIC-RUNTIME;P7-PUBLIC-ZERO-SURFACE	P6-GUARD-STORAGE_LEAKAGE	MAPPED_TO_P7
P5-X0189	RESOLVED_CONFLICT	05:P5-L007	P5-T-LEAK-I18N-KEYS	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_I18N_GRAPH	P5-T-LEAK-I18N-KEYS	P7-SHARED-I18N;P7-LOCAL-RUNTIME;P7-PUBLIC-SESSION;P7-PUBLIC-ZERO-SURFACE	P6-GUARD-I18N_LEAKAGE	MAPPED_TO_P7
P5-X0190	RESOLVED_CONFLICT	05:P5-L008	P5-T-LEAK-BUNDLE-SCAN	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_BUNDLE_GRAPH	P5-T-LEAK-BUNDLE-SCAN	P7-SHARED-UI;P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE;P7-PUBLIC-ZERO-SURFACE	P6-GUARD-BUNDLE_LEAKAGE	MAPPED_TO_P7
P5-X0191	RESOLVED_CONFLICT	05:P5-L009	P5-T-LEAK-PACKAGE-MANIFEST	ARCHITECTURE	CROSS_CUTTING	ENTRYPOINT_PACKAGE_GRAPH:ZERO_DATABASE_AND_REAL_DATA_PAYLOAD	P5-T-LEAK-PACKAGE-MANIFEST	P7-LOCAL-PACKAGE;P7-PUBLIC-PACKAGE;P7-SHARED-BUILD-GUARD	P6-GUARD-PACKAGE_LEAKAGE	MAPPED_TO_P7
P5-X0192	RESOLVED_CONFLICT	05:P5-L010	P5-T-LEAK-STATE-OWNERSHIP	ARCHITECTURE	CROSS_CUTTING	STATE_OWNER	P5-T-LEAK-STATE-OWNERSHIP	P7-SHARED-DOMAIN;P7-LOCAL-PERSISTENCE;P7-PUBLIC-SESSION;P7-PUBLIC-RUNTIME	P6-GUARD-STATE_OWNERSHIP_CONFLICT	MAPPED_TO_P7
P5-X0193	RESOLVED_CONFLICT	05:P5-L011	P5-T-LEAK-OPEN-POLICY	ARCHITECTURE	CROSS_CUTTING	OPEN_POLICY	P5-T-LEAK-OPEN-POLICY	P7-SHARED-OPEN;P7-LOCAL-RUNTIME;P7-PUBLIC-RUNTIME	P6-GUARD-OPEN_POLICY_CONFLICT	MAPPED_TO_P7
P5-X0194	RESOLVED_CONFLICT	05:P5-L012	P5-T-LEAK-NO-PRODUCTION-MUTATION	ARCHITECTURE	CROSS_CUTTING	DEPLOYMENT_AUTHORITY	P5-T-LEAK-NO-PRODUCTION-MUTATION	P7-PUBLIC-OPS;P7-PUBLIC-PACKAGE	P6-GUARD-DEPLOYMENT_AUTHORITY_CONFLICT	MAPPED_TO_P7
