trace_id	source_kind	source_id	source_path	source_anchor	source_sha256	source_summary	p2_decision	p3_catalog_class	p3_evidence_refs	p3_plan_target	open_boundary	trace_status
P3T-SEM-SEM-POLL-002	SEM	SEM-POLL-002	project-governance/current/p2/02-file-semantic-matrix.md	line:132	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.ts:1099-1249` status reconcile、edge/reminder/bucket	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-POLL-003	SEM	SEM-POLL-003	project-governance/current/p2/02-file-semantic-matrix.md	line:133	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.ts:706-748,1225-1332` persistent subscription preference/fanout	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-POLL-004	SEM	SEM-POLL-004	project-governance/current/p2/02-file-semantic-matrix.md	line:134	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.ts:1086-1198` empty/miss handling	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-POLL-005	SEM	SEM-POLL-005	project-governance/current/p2/02-file-semantic-matrix.md	line:135	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.ts:584-589,1131-1186` section status update	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-POLL-006	SEM	SEM-POLL-006	project-governance/current/p2/02-file-semantic-matrix.md	line:136	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.auto.test.ts` target/missing/checkpoint fixtures	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-POLL-007	SEM	SEM-POLL-007	project-governance/current/p2/02-file-semantic-matrix.md	line:137	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`open_sections_poller.auto.test.ts` active DB discovery/persistent resume assertions	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-RUN-001	SEM	SEM-RUN-001	project-governance/current/p2/02-file-semantic-matrix.md	line:123	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`package.json:10-21` scripts	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-002	SEM	SEM-RUN-002	project-governance/current/p2/02-file-semantic-matrix.md	line:124	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`package.json:40-45` better-sqlite3/Fastify/Zod	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-RUN-003	SEM	SEM-RUN-003	project-governance/current/p2/02-file-semantic-matrix.md	line:125	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`package.json` repository metadata	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-004	SEM	SEM-RUN-004	project-governance/current/p2/02-file-semantic-matrix.md	line:126	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`package-lock.json` backend/runtime graph	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;05b-meeting-raw-values.tsv	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-005	SEM	SEM-RUN-005	project-governance/current/p2/02-file-semantic-matrix.md	line:127	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`tsconfig.json` backend/scripts include	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-006	SEM	SEM-RUN-006	project-governance/current/p2/02-file-semantic-matrix.md	line:128	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`oneclick_start.js:110-242,367-419,422-435,549-563` entry/config/supervision/open-browser/error	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-007	SEM	SEM-RUN-007	project-governance/current/p2/02-file-semantic-matrix.md	line:129	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`oneclick_start.js:269-365,469-515` npm install/native repair/Fastify/Vite dev多进程	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-RUN-008	SEM	SEM-RUN-008	project-governance/current/p2/02-file-semantic-matrix.md	line:130	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`oneclick_start.js:7,17-29,520-547` mail检查/dispatcher	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-WATCH-001	SEM	SEM-WATCH-001	project-governance/current/p2/02-file-semantic-matrix.md	line:96	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`LocalSoundToggle.tsx:39-49` + CSS toggle/status	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-WATCH-002	SEM	SEM-WATCH-002	project-governance/current/p2/02-file-semantic-matrix.md	line:97	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`LocalSoundToggle.tsx:21-29` polling文案和相关CSS	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-WATCH-003	SEM	SEM-WATCH-003	project-governance/current/p2/02-file-semantic-matrix.md	line:98	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`LocalSoundToggle.tsx:85-118` toast markup/styles	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-WATCH-004	SEM	SEM-WATCH-004	project-governance/current/p2/02-file-semantic-matrix.md	line:99	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscribeButton.tsx:26-102,166-216` section/feedback壳 + CSS	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-WATCH-005	SEM	SEM-WATCH-005	project-governance/current/p2/02-file-semantic-matrix.md	line:100	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscribeButton.tsx:103-165,217-337` email/token/persistent flow + CSS	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-WATCH-006	SEM	SEM-WATCH-006	project-governance/current/p2/02-file-semantic-matrix.md	line:101	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscriptionCenter.tsx` section selection/feedback/local sound shell + CSS	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-WATCH-007	SEM	SEM-WATCH-007	project-governance/current/p2/02-file-semantic-matrix.md	line:102	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscriptionCenter.tsx:22-123,157-217` email contact branches + CSS	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-WATCH-008	SEM	SEM-WATCH-008	project-governance/current/p2/02-file-semantic-matrix.md	line:103	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscriptionManager.tsx:10-160` list/refresh/remove shell + CSS	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-WATCH-009	SEM	SEM-WATCH-009	project-governance/current/p2/02-file-semantic-matrix.md	line:104	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`SubscriptionManager.tsx:95-128` email channel展示 + CSS modifier	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-LOCAL-IMPLEMENTATION|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-WATCH-010	SEM	SEM-WATCH-010	project-governance/current/p2/02-file-semantic-matrix.md	line:105	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`useLocalSoundNotifications.ts:111-175` AudioContext、oscillator、toast state	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;05b-meeting-raw-values.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-LOCAL-IMPLEMENTATION|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-WATCH-011	SEM	SEM-WATCH-011	project-governance/current/p2/02-file-semantic-matrix.md	line:106	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`useLocalSoundNotifications.ts:7-11,58-102,177-223` device、enabled storage、7s claim	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-WATCH-012	SEM	SEM-WATCH-012	project-governance/current/p2/02-file-semantic-matrix.md	line:107	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`useLocalSoundNotifications.ts:161-173` batch播放	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-LOCAL-IMPLEMENTATION|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-FLT-FLT-C01	FLT	FLT-C01	project-governance/current/p2/06-filter-section-watch-contract.md	line:87	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Term	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C02	FLT	FLT-C02	project-governance/current/p2/06-filter-section-watch-contract.md	line:88	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Campus	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C03	FLT	FLT-C03	project-governance/current/p2/06-filter-section-watch-contract.md	line:89	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Subject	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C04	FLT	FLT-C04	project-governance/current/p2/06-filter-section-watch-contract.md	line:90	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Free-text search	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C05	FLT	FLT-C05	project-governance/current/p2/06-filter-section-watch-contract.md	line:91	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Course number	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C06	FLT	FLT-C06	project-governance/current/p2/06-filter-section-watch-contract.md	line:92	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Level	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C07	FLT	FLT-C07	project-governance/current/p2/06-filter-section-watch-contract.md	line:93	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Credits	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C08	FLT	FLT-C08	project-governance/current/p2/06-filter-section-watch-contract.md	line:94	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Core code	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C09	FLT	FLT-C09	project-governance/current/p2/06-filter-section-watch-contract.md	line:95	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Prerequisite presence	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
P3T-FLT-FLT-C10	FLT	FLT-C10	project-governance/current/p2/06-filter-section-watch-contract.md	line:96	506C794912F5D8EA5A9E1805DB6B5E6BCBC9D3FF44837C1ECB33CFD02C2D1EC6	Course campus location	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_FILTER_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-FILTER-QUERY	NOT_APPLICABLE	MAPPED_CATALOG
