ecosystem	name	version	license_expression	decision	scope	direct	lock_key	decision_reason	target_evidence
rust	rustls-webpki	0.103.13	ISC	APPROVED	runtime	false	cargo:rustls-webpki@0.103.13:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustversion	1.0.23	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rustversion@1.0.23:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	ryu	1.0.23	Apache-2.0 OR BSL-1.0	APPROVED	runtime	false	cargo:ryu@1.0.23:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	same-file	1.0.6	Unlicense OR MIT	APPROVED	runtime	false	cargo:same-file@1.0.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	schannel	0.1.29	MIT	APPROVED	runtime	false	cargo:schannel@0.1.29:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	security-framework	3.7.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:security-framework@3.7.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	security-framework-sys	2.17.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:security-framework-sys@2.17.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	semver	1.0.28	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:semver@1.0.28:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde	1.0.228	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:serde@1.0.228:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde_core	1.0.228	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:serde_core@1.0.228:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde_derive	1.0.228	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:serde_derive@1.0.228:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde_json	1.0.150	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:serde_json@1.0.150:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde_path_to_error	0.1.20	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:serde_path_to_error@0.1.20:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	serde_urlencoded	0.7.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:serde_urlencoded@0.7.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	sha1	0.10.7	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:sha1@0.10.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	sha2	0.10.9	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:sha2@0.10.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	sharded-slab	0.1.7	MIT	APPROVED	runtime	false	cargo:sharded-slab@0.1.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	shlex	2.0.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:shlex@2.0.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	signal-hook-registry	1.4.8	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:signal-hook-registry@1.4.8:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	simd-adler32	0.3.9	MIT	APPROVED	runtime	false	cargo:simd-adler32@0.3.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	simd_cesu8	1.1.1	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:simd_cesu8@1.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	simdutf8	0.1.5	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:simdutf8@0.1.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	slab	0.4.12	MIT	APPROVED	runtime	false	cargo:slab@0.4.12:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	smallvec	1.15.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:smallvec@1.15.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	socket2	0.6.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:socket2@0.6.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	stable_deref_trait	1.2.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:stable_deref_trait@1.2.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	subtle	2.6.1	BSD-3-Clause	APPROVED	runtime	false	cargo:subtle@2.6.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	syn	2.0.118	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:syn@2.0.118:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	sync_wrapper	1.0.2	Apache-2.0	APPROVED	runtime	false	cargo:sync_wrapper@1.0.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	synstructure	0.13.2	MIT	APPROVED	runtime	false	cargo:synstructure@0.13.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tempfile	3.27.0	MIT OR Apache-2.0	APPROVED	dev	true	cargo:tempfile@3.27.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	thiserror	2.0.18	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:thiserror@2.0.18:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	thiserror-impl	2.0.18	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:thiserror-impl@2.0.18:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	thread_local	1.1.10	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:thread_local@1.1.10:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	time	0.3.53	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:time@0.3.53:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	time-core	0.1.9	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:time-core@0.1.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	time-macros	0.2.31	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:time-macros@0.2.31:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tinystr	0.8.3	Unicode-3.0	APPROVED	runtime	false	cargo:tinystr@0.8.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tinyvec	1.12.0	Zlib OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:tinyvec@1.12.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tinyvec_macros	0.1.1	MIT OR Apache-2.0 OR Zlib	APPROVED	runtime	false	cargo:tinyvec_macros@0.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tokio	1.52.3	MIT	APPROVED	runtime	true	cargo:tokio@1.52.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tokio-macros	2.7.0	MIT	APPROVED	runtime	false	cargo:tokio-macros@2.7.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tokio-rustls	0.26.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:tokio-rustls@0.26.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tokio-tungstenite	0.29.0	MIT	APPROVED	runtime	false	cargo:tokio-tungstenite@0.29.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tokio-util	0.7.18	MIT	APPROVED	runtime	false	cargo:tokio-util@0.7.18:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tower	0.5.3	MIT	APPROVED	runtime	true	cargo:tower@0.5.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tower-http	0.6.11	MIT	APPROVED	runtime	true	cargo:tower-http@0.6.11:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tower-layer	0.3.3	MIT	APPROVED	runtime	false	cargo:tower-layer@0.3.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tower-service	0.3.3	MIT	APPROVED	runtime	false	cargo:tower-service@0.3.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tracing	0.1.44	MIT	APPROVED	runtime	true	cargo:tracing@0.1.44:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tracing-attributes	0.1.31	MIT	APPROVED	runtime	false	cargo:tracing-attributes@0.1.31:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tracing-core	0.1.36	MIT	APPROVED	runtime	false	cargo:tracing-core@0.1.36:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tracing-serde	0.2.0	MIT	APPROVED	runtime	false	cargo:tracing-serde@0.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tracing-subscriber	0.3.23	MIT	APPROVED	runtime	true	cargo:tracing-subscriber@0.3.23:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	try-lock	0.2.5	MIT	APPROVED	runtime	false	cargo:try-lock@0.2.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	tungstenite	0.29.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:tungstenite@0.29.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	typenum	1.20.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:typenum@1.20.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	unarray	0.1.4	MIT OR Apache-2.0	APPROVED	dev	false	cargo:unarray@0.1.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	unicase	2.9.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:unicase@2.9.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	unicode-ident	1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	APPROVED	runtime	false	cargo:unicode-ident@1.0.24:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	untrusted	0.9.0	ISC	APPROVED	runtime	false	cargo:untrusted@0.9.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	url	2.5.8	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:url@2.5.8:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	utf8_iter	1.0.4	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:utf8_iter@1.0.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	uuid	1.23.5	Apache-2.0 OR MIT	APPROVED	runtime	true	cargo:uuid@1.23.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	valuable	0.1.1	MIT	APPROVED	runtime	false	cargo:valuable@0.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	vcpkg	0.2.15	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:vcpkg@0.2.15:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	version_check	0.9.5	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:version_check@0.9.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	walkdir	2.5.0	Unlicense OR MIT	APPROVED	runtime	false	cargo:walkdir@2.5.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	want	0.3.1	MIT	APPROVED	runtime	false	cargo:want@0.3.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasi	0.11.1+wasi-snapshot-preview1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:wasi@0.11.1+wasi-snapshot-preview1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasip2	1.0.4+wasi-0.2.12	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:wasip2@1.0.4+wasi-0.2.12:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasm-bindgen	0.2.126	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:wasm-bindgen@0.2.126:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasm-bindgen-futures	0.4.76	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:wasm-bindgen-futures@0.4.76:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasm-bindgen-macro	0.2.126	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:wasm-bindgen-macro@0.2.126:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasm-bindgen-macro-support	0.2.126	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:wasm-bindgen-macro-support@0.2.126:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wasm-bindgen-shared	0.2.126	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:wasm-bindgen-shared@0.2.126:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	web-sys	0.3.103	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:web-sys@0.3.103:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	web-time	1.1.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:web-time@1.1.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	webpki-root-certs	1.0.8	CDLA-Permissive-2.0	PLATFORM_EXCLUDED	runtime	false	cargo:webpki-root-certs@1.0.8:crates.io	UNREACHABLE_FROM_X86_64_PC_WINDOWS_MSVC_AND_X86_64_UNKNOWN_LINUX_GNU_ACTIVE_TARGET_GRAPHS	ABSENT_CARGO_ID_FROM_CARGO_METADATA_FILTER_PLATFORM:x86_64-pc-windows-msvc,x86_64-unknown-linux-gnu
rust	winapi-util	0.1.11	Unlicense OR MIT	APPROVED	runtime	false	cargo:winapi-util@0.1.11:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows-link	0.2.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows-link@0.2.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows-sys	0.52.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows-sys@0.52.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows-sys	0.61.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows-sys@0.61.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows-targets	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows-targets@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_aarch64_gnullvm@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_aarch64_msvc@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_i686_gnu	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_i686_gnu@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_i686_gnullvm@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_i686_msvc	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_i686_msvc@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_x86_64_gnu@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_x86_64_gnullvm@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:windows_x86_64_msvc@0.52.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	wit-bindgen	0.57.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:wit-bindgen@0.57.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	writeable	0.6.3	Unicode-3.0	APPROVED	runtime	false	cargo:writeable@0.6.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	yoke	0.8.3	Unicode-3.0	APPROVED	runtime	false	cargo:yoke@0.8.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	yoke-derive	0.8.2	Unicode-3.0	APPROVED	runtime	false	cargo:yoke-derive@0.8.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerocopy	0.8.54	BSD-2-Clause OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:zerocopy@0.8.54:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerocopy-derive	0.8.54	BSD-2-Clause OR Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:zerocopy-derive@0.8.54:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerofrom	0.1.8	Unicode-3.0	APPROVED	runtime	false	cargo:zerofrom@0.1.8:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerofrom-derive	0.1.7	Unicode-3.0	APPROVED	runtime	false	cargo:zerofrom-derive@0.1.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zeroize	1.9.0	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:zeroize@1.9.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerotrie	0.2.4	Unicode-3.0	APPROVED	runtime	false	cargo:zerotrie@0.2.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerovec	0.11.6	Unicode-3.0	APPROVED	runtime	false	cargo:zerovec@0.11.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zerovec-derive	0.11.3	Unicode-3.0	APPROVED	runtime	false	cargo:zerovec-derive@0.11.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	zmij	1.0.22	MIT	APPROVED	runtime	false	cargo:zmij@1.0.22:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
